Origin,Destination,Product,Month,Quantity
Australia,Japan,CleanSlate Feminine Deodorant,Apr2004,1470
Australia,Japan,BrightBreeze Period Pain Relief,Jun2004,667
Australia,Japan,PurePore Sanitary Belt,Jan2004,1077
Australia,Japan,PurePore Sanitary Belt,May2004,950
Australia,Japan,PurePore Sanitary Belt,Oct2004,997
Australia,Japan,PurePore Sanitary Belt,Dec2004,793
Australia,Japan,SoftStep Shaving Cream for Women,Mar2004,1289
Australia,Japan,SoftStep Shaving Cream for Women,Nov2004,1065
Australia,Japan,CleanSlate Disinfectant Spray,Jul2004,1808
Australia,Japan,CleanSlate Disinfectant Spray,Aug2004,1834
Australia,Japan,GentleGlow Dish Soap,Dec2004,637
Australia,Japan,PurePore Insect Repellent Spray,Jan2004,1128
Australia,Japan,PurePore Insect Repellent Spray,Dec2004,1127
Australia,Japan,SoothingPaws Cat Lotion,Oct2004,1291
Australia,Japan,FreshFusion Flea and Tick Spray,Feb2004,1185
Australia,Japan,FreshFusion Flea and Tick Spray,Jul2004,1072
Australia,Japan,GentleGlow Pet Grooming Kit,Mar2004,356
Australia,Japan,BrightBreeze Pet Odor Eliminator,Feb2004,559
Australia,Japan,BrightBreeze Pet Odor Eliminator,Dec2004,628
Australia,Japan,EasyWash Pet Laundry Detergent,Feb2004,515
Australia,Japan,EasyWash Pet Laundry Detergent,Jun2004,594
Australia,Japan,EasyWash Pet Laundry Detergent,Jul2004,637
Australia,Italy,RadiantRover Pet Conditioner,May2004,462
Australia,Italy,GentleGlow Pet Grooming Kit,Sep2004,140
Australia,France,FreshStart Toothpaste,Mar2004,974
Australia,France,FreshStart Toothpaste,Aug2004,742
Australia,France,FreshStart Toothpaste,Oct2004,987
Australia,France,SmileShield Whitening Strips,Jan2004,614
Australia,France,BriteBite Toothbrush,Feb2004,1478
Australia,France,BriteBite Toothbrush,Apr2004,1517
Australia,France,BriteBite Toothbrush,Jul2004,1615
Australia,France,LuminousLip Care,May2004,260
Australia,France,LuminousLip Care,Sep2004,229
Australia,France,LuminousLip Care,Oct2004,257
Australia,France,CleanSlate Mouthwash,Dec2004,1509
Australia,France,OralEase Gel,Mar2004,1006
Australia,France,OralEase Gel,May2004,1008
Australia,France,OralEase Gel,Jul2004,1023
Australia,France,OralEase Gel,Dec2004,982
Australia,France,BreathBliss Mints,Feb2004,1484
Australia,France,BreathBliss Mints,Apr2004,1489
Australia,France,BreathBliss Mints,Aug2004,1515
Australia,France,DentalDefense Toothpaste,Mar2004,769
Australia,France,SparklingSmile Water Flosser,Jun2004,340
Australia,France,FreshFusion Mouth Rinse,Apr2004,659
Australia,France,SmileSavvy Tooth Whitening Kit,Jan2004,1371
Australia,France,SmileSavvy Tooth Whitening Kit,Mar2004,1372
Australia,France,SmileSavvy Tooth Whitening Kit,Aug2004,1236
Australia,France,DailyDazzle Toothpaste,Feb2004,1211
Australia,France,DailyDazzle Toothpaste,Jun2004,1242
Australia,France,MorningBreeze Gum Care,Jan2004,1112
Australia,France,OralEase Plus Toothbrush,Feb2004,1361
Australia,France,OralEase Plus Toothbrush,Mar2004,1391
Australia,France,OralEase Plus Toothbrush,Dec2004,1291
Australia,France,SmilesSoPure Waterpik,Aug2004,181
Australia,France,CleanSmile Floss Picks,Jun2004,1167
Australia,France,CleanSmile Floss Picks,Sep2004,1133
Australia,France,FreshFix Mouthwash,Jan2004,929
Australia,France,Purezza Body Wash,May2004,864
Australia,France,Purezza Body Wash,Jul2004,803
Australia,France,Purezza Body Wash,Oct2004,687
Australia,France,Purezza Body Wash,Dec2004,786
Australia,France,SkinSational Moisturizer,Apr2004,1424
Australia,France,SkinSational Moisturizer,Oct2004,1475
Australia,France,SoftStep Shaving Cream,Nov2004,674
Australia,France,HydraHydrate Hand Cream,Mar2004,34
Australia,France,HydraHydrate Hand Cream,May2004,389
Australia,France,HydraHydrate Hand Cream,Nov2004,821
Australia,France,SilkSmooth Exfoliating Scrub,Mar2004,1745
Australia,France,SilkSmooth Exfoliating Scrub,Aug2004,1914
Australia,France,CleanSkin Acne Treatment,Jul2004,1874
Australia,France,Refreshing Rose Body Oil,Mar2004,666
Australia,France,Refreshing Rose Body Oil,Apr2004,704
Australia,France,Refreshing Rose Body Oil,Jun2004,638
Australia,France,Refreshing Rose Body Oil,Nov2004,676
Australia,France,Calming Creme Relaxant Bath,May2004,834
Australia,France,SmoothOperator Shaving Gel,Feb2004,606
Australia,France,SmoothOperator Shaving Gel,Mar2004,625
Australia,France,SmoothOperator Shaving Gel,Jul2004,651
Australia,France,RadiantRose Face Mask,Jun2004,1036
Australia,France,RadiantRose Face Mask,Jul2004,1080
Australia,France,RadiantRose Face Mask,Oct2004,1047
Australia,France,RadiantRose Face Mask,Nov2004,900
Australia,France,SoothingSerenity Hand Sanitizer,Apr2004,1516
Australia,France,SoothingSerenity Hand Sanitizer,May2004,1688
Australia,France,SoothingSerenity Hand Sanitizer,Sep2004,1490
Australia,France,GentleGlow Face Cleanser,Oct2004,792
Australia,France,GentleGlow Face Cleanser,Dec2004,708
Australia,France,PurePore Toner,Sep2004,1593
Australia,France,PurePore Toner,Nov2004,1616
Australia,France,SilkySkin Moisturizing Cream,Jan2004,578
Australia,France,SilkySkin Moisturizing Cream,Oct2004,639
Australia,France,MorningMist Deodorant,Jan2004,302
Australia,France,MorningMist Deodorant,Oct2004,386
Australia,France,Hydrating Honey Body Lotion,Mar2004,1932
Australia,France,Hydrating Honey Body Lotion,Sep2004,2025
Australia,France,Exfoliating Essentials Scrub,Oct2004,1284
Australia,France,FreshFusion Detergent,Jan2004,568
Australia,France,FreshFusion Detergent,Mar2004,608
Australia,France,FreshFusion Detergent,Nov2004,554
Australia,France,FreshFusion Detergent,Dec2004,585
Australia,France,CleanSlate Stain Remover,Feb2004,1492
Australia,France,SoothingSoft Fabric Softener,Aug2004,700
Australia,France,BrightBreeze Whitening Booster,Jan2004,609
Australia,France,SparklingClean All-Purpose Cleaner,Apr2004,267
Australia,France,FreshFold Fabric Refresher,Feb2004,1194
Australia,France,FreshFold Fabric Refresher,Mar2004,1184
Australia,France,FreshFold Fabric Refresher,Dec2004,1157
Australia,France,EasyWash Laundry Detergent,Jan2004,1315
Australia,France,EasyWash Laundry Detergent,Sep2004,1311
Australia,France,EasyWash Laundry Detergent,Dec2004,1183
Australia,France,SmellSational Odor Eliminator,Sep2004,241
Australia,France,LittleLullaby Diaper Cream,Feb2004,1109
Australia,France,LittleLullaby Diaper Cream,May2004,1090
Australia,France,LittleLullaby Diaper Cream,Aug2004,1115
Australia,France,SoothingSerenity Baby Oil,Mar2004,1733
Australia,France,SoothingSerenity Baby Oil,Jun2004,1904
Australia,France,SoothingSerenity Baby Oil,Jul2004,1721
Australia,France,FreshFusion Diaper Rash Remedy,Mar2004,497
Australia,France,PurePore Baby Lotion,Mar2004,1077
Australia,France,PurePore Baby Lotion,May2004,1030
Australia,France,PurePore Baby Lotion,Jun2004,1085
Australia,France,GentleGlow Baby Sunscreen,Feb2004,974
Australia,France,GentleGlow Baby Sunscreen,Jul2004,965
Australia,France,BrightBreeze Insect Repellent,May2004,905
Australia,France,SoftStep Baby Shampoo,Oct2004,1842
Australia,France,RadiantRose Baby Massage Oil,May2004,1419
Australia,France,RadiantRose Baby Massage Oil,Nov2004,1146
Australia,France,EasyWash Laundry Detergent for Babies,Feb2004,809
Australia,France,EasyWash Laundry Detergent for Babies,Nov2004,826
Australia,France,SoothingSerenity Baby Rub,Apr2004,1347
Australia,France,SoothingSerenity Baby Rub,Jun2004,1226
Australia,France,CalmingClean Diaper Rash Cream,Aug2004,1890
Australia,France,PurePore Baby Skincare Set,Jan2004,538
Australia,France,PurePore Baby Skincare Set,Jul2004,524
Australia,France,PurePore Baby Skincare Set,Aug2004,483
Australia,France,SilkySkin Baby Moisturizer,Jun2004,412
Australia,France,SilkySkin Baby Moisturizer,Jul2004,457
Australia,France,SilkySkin Baby Moisturizer,Aug2004,432
Australia,France,SilkySkin Baby Moisturizer,Nov2004,475
Australia,France,GentleGlow Baby Face Wash,Mar2004,1644
Australia,France,BrightBreeze Baby Sunscreen Stick,Jan2004,1033
Australia,France,BrightBreeze Baby Sunscreen Stick,Jul2004,1347
Australia,France,BrightBreeze Baby Sunscreen Stick,Dec2004,1346
Australia,France,SmellSational Baby Room Spray,Jan2004,1351
Australia,France,SmellSational Baby Room Spray,Mar2004,1512
Australia,France,SmellSational Baby Room Spray,Sep2004,1459
Australia,France,FreshFusion Hair Mask,Nov2004,1824
Australia,France,FreshFusion Hair Mask,Dec2004,1536
Australia,France,SoothingSerenity Scalp Treatment,Feb2004,1108
Australia,France,SoothingSerenity Scalp Treatment,Apr2004,1036
Australia,France,SoothingSerenity Scalp Treatment,May2004,1032
Australia,France,SoothingSerenity Scalp Treatment,Sep2004,1104
Australia,France,BrightBreeze Period Pain Relief,Jan2004,1714
Australia,France,BrightBreeze Period Pain Relief,Apr2004,1606
Australia,France,BrightBreeze Period Pain Relief,Sep2004,1552
Australia,France,BrightBreeze Period Pain Relief,Dec2004,1575
Australia,France,PurePore Sanitary Belt,Feb2004,1378
Australia,France,PurePore Sanitary Belt,Mar2004,1413
Australia,France,PurePore Sanitary Belt,Jul2004,1353
Australia,France,PurePore Sanitary Belt,Aug2004,1375
Australia,France,PurePore Sanitary Belt,Sep2004,1426
Australia,France,PurePore Sanitary Belt,Dec2004,1418
Australia,France,SmellSational Intimate Spray,Jan2004,1201
Australia,France,SmellSational Intimate Spray,Mar2004,1237
Australia,France,SmellSational Intimate Spray,Oct2004,1199
Australia,France,SoftStep Shaving Cream for Women,Mar2004,525
Australia,France,SoftStep Shaving Cream for Women,Oct2004,485
Australia,France,FreshFusion All-Purpose Cleaner,Jul2004,329
Australia,France,SoothingSerenity Air Freshener,Apr2004,1670
Australia,France,SoothingSerenity Air Freshener,May2004,1713
Australia,France,BrightBreeze Window Cleaner,Feb2004,563
Australia,France,BrightBreeze Window Cleaner,Mar2004,524
Australia,France,BrightBreeze Window Cleaner,Nov2004,564
Australia,France,GentleGlow Dish Soap,Jan2004,412
Australia,France,GentleGlow Dish Soap,Feb2004,494
Australia,France,GentleGlow Dish Soap,Apr2004,534
Australia,France,GentleGlow Dish Soap,May2004,398
Australia,France,GentleGlow Dish Soap,Sep2004,499
Australia,France,GentleGlow Dish Soap,Dec2004,519
Australia,France,RadiantRose Glass Cleaner,Sep2004,1864
Australia,France,RadiantRose Glass Cleaner,Dec2004,1728
Australia,France,PurePore Insect Repellent Spray,Jan2004,666
Australia,France,EasyWash Laundry Detergent for Delicates,Oct2004,1011
Australia,France,CalmingClean Trash Bags,Jun2004,727
Australia,France,CalmingClean Trash Bags,Jul2004,745
Australia,France,PurePaw Dog Shampoo,Sep2004,615
Australia,France,PurePaw Dog Shampoo,Oct2004,630
Australia,France,SoothingPaws Cat Lotion,Oct2004,686
Australia,France,GentleGlow Pet Grooming Kit,Mar2004,1856
Australia,France,GentleGlow Pet Grooming Kit,May2004,1968
Australia,France,GentleGlow Pet Grooming Kit,Jul2004,1976
Australia,France,GentleGlow Pet Grooming Kit,Nov2004,1795
Australia,France,EasyWash Pet Laundry Detergent,May2004,658
Australia,France,EasyWash Pet Laundry Detergent,Jun2004,637
Australia,France,EasyWash Pet Laundry Detergent,Jul2004,540
Australia,France,EasyWash Pet Laundry Detergent,Aug2004,644
Australia,France,EasyWash Pet Laundry Detergent,Dec2004,656
Australia,France,SmellSational Pet Deodorizer,Sep2004,1269
Australia,France,CalmingClean Dog Brush,Feb2004,1034
Australia,France,CalmingClean Dog Brush,Apr2004,1039
Australia,France,CalmingClean Dog Brush,Oct2004,1030
Australia,France,CalmingClean Dog Brush,Nov2004,1033
Australia,United Kingdom,MorningMint,Mar2004,502
Australia,United Kingdom,MorningMint,Dec2004,575
Australia,United Kingdom,FreshStart Toothpaste,Apr2004,850
Australia,United Kingdom,BriteBite Toothbrush,May2004,1670
Australia,United Kingdom,LuminousLip Care,Aug2004,1969
Australia,United Kingdom,CleanSlate Mouthwash,Aug2004,1739
Australia,United Kingdom,OralEase Gel,Mar2004,2062
Australia,United Kingdom,OralEase Gel,Dec2004,1853
Australia,United Kingdom,DentalDefense Toothpaste,Nov2004,732
Australia,United Kingdom,SparklingSmile Water Flosser,Jun2004,1304
Australia,United Kingdom,SparklingSmile Water Flosser,Jul2004,1386
Australia,United Kingdom,FreshFusion Mouth Rinse,Feb2004,920
Australia,United Kingdom,FreshFusion Mouth Rinse,Jul2004,840
Australia,United Kingdom,SmileSavvy Tooth Whitening Kit,Feb2004,516
Australia,United Kingdom,SmileSavvy Tooth Whitening Kit,Mar2004,548
Australia,United Kingdom,DailyDazzle Toothpaste,Jun2004,535
Australia,United Kingdom,MorningBreeze Gum Care,Jan2004,680
Australia,United Kingdom,MorningBreeze Gum Care,Dec2004,669
Australia,United Kingdom,BreatheEasy Inhalant,Feb2004,1595
Australia,United Kingdom,CleanSmile Floss Picks,Aug2004,930
Australia,United Kingdom,CleanSmile Floss Picks,Sep2004,983
Australia,United Kingdom,FreshFix Mouthwash,Apr2004,816
Australia,United Kingdom,SparklingGlow Toothpaste,Mar2004,1966
Australia,United Kingdom,Purezza Body Wash,Jan2004,630
Australia,United Kingdom,Purezza Body Wash,Apr2004,651
Australia,United Kingdom,Purezza Body Wash,May2004,616
Australia,United Kingdom,Purezza Body Wash,Jul2004,600
Australia,United Kingdom,SoftStep Shaving Cream,Sep2004,1717
Australia,United Kingdom,GentleGlow Face Lotion,Mar2004,723
Australia,United Kingdom,GentleGlow Face Lotion,May2004,643
Australia,United Kingdom,HydraHydrate Hand Cream,Mar2004,795
Australia,United Kingdom,HydraHydrate Hand Cream,Jul2004,742
Australia,United Kingdom,Refreshing Rose Body Oil,Mar2004,1880
Australia,United Kingdom,Calming Creme Relaxant Bath,Mar2004,590
Australia,United Kingdom,Calming Creme Relaxant Bath,Jun2004,600
Australia,United Kingdom,SmoothOperator Shaving Gel,Feb2004,640
Australia,United Kingdom,SmoothOperator Shaving Gel,Mar2004,616
Australia,United Kingdom,SmoothOperator Shaving Gel,May2004,640
Australia,United Kingdom,RadiantRose Face Mask,Jul2004,1550
Australia,United Kingdom,RadiantRose Face Mask,Aug2004,1759
Australia,United Kingdom,RadiantRose Face Mask,Sep2004,1308
Australia,United Kingdom,SoothingSerenity Hand Sanitizer,Jul2004,557
Australia,United Kingdom,GentleGlow Face Cleanser,Jul2004,2040
Australia,United Kingdom,GentleGlow Face Cleanser,Dec2004,1884
Australia,United Kingdom,PurePore Toner,Apr2004,1683
Australia,United Kingdom,Hydrating Honey Body Lotion,Jun2004,1922
Australia,United Kingdom,Exfoliating Essentials Scrub,Apr2004,709
Australia,United Kingdom,Exfoliating Essentials Scrub,Jun2004,715
Australia,United Kingdom,Exfoliating Essentials Scrub,Oct2004,638
Australia,United Kingdom,FreshFusion Detergent,Mar2004,1665
Australia,United Kingdom,FreshFusion Detergent,May2004,1676
Australia,United Kingdom,FreshFusion Detergent,Nov2004,126
Australia,United Kingdom,FreshFusion Detergent,Dec2004,1573
Australia,United Kingdom,CleanSlate Stain Remover,Feb2004,1874
Australia,United Kingdom,DelicateDew Sensitive Wash,Aug2004,1420
Australia,United Kingdom,FreshFold Fabric Refresher,Mar2004,794
Australia,United Kingdom,FreshFold Fabric Refresher,Jun2004,747
Australia,United Kingdom,SmellSational Odor Eliminator,Jan2004,905
Australia,United Kingdom,LittleLullaby Diaper Cream,Jun2004,361
Australia,United Kingdom,SoothingSerenity Baby Oil,Nov2004,213
Australia,United Kingdom,FreshFusion Diaper Rash Remedy,Oct2004,1858
Australia,United Kingdom,GentleGlow Baby Sunscreen,Feb2004,600
Australia,United Kingdom,GentleGlow Baby Sunscreen,Jul2004,610
Australia,United Kingdom,GentleGlow Baby Sunscreen,Aug2004,662
Australia,United Kingdom,SoftStep Baby Shampoo,Apr2004,580
Australia,United Kingdom,SoftStep Baby Shampoo,Oct2004,557
Australia,United Kingdom,RadiantRose Baby Massage Oil,Mar2004,2049
Australia,United Kingdom,RadiantRose Baby Massage Oil,Sep2004,2020
Australia,United Kingdom,EasyWash Laundry Detergent for Babies,Oct2004,950
Australia,United Kingdom,LittleLullaby Diaper Liners,Feb2004,667
Australia,United Kingdom,LittleLullaby Diaper Liners,Apr2004,689
Australia,United Kingdom,LittleLullaby Diaper Liners,Sep2004,743
Australia,United Kingdom,CalmingClean Diaper Rash Cream,Jan2004,1575
Australia,United Kingdom,FreshFusion Baby Wipes,Jan2004,857
Australia,United Kingdom,FreshFusion Baby Wipes,Aug2004,844
Australia,United Kingdom,PurePore Baby Skincare Set,Jan2004,1409
Australia,United Kingdom,PurePore Baby Skincare Set,Jul2004,1392
Australia,United Kingdom,SilkySkin Baby Moisturizer,Mar2004,869
Australia,United Kingdom,SilkySkin Baby Moisturizer,Jun2004,818
Australia,United Kingdom,SilkySkin Baby Moisturizer,Nov2004,838
Australia,United Kingdom,GentleGlow Baby Face Wash,Jan2004,790
Australia,United Kingdom,GentleGlow Baby Face Wash,Feb2004,765
Australia,United Kingdom,GentleGlow Baby Face Wash,Nov2004,715
Australia,United Kingdom,SmellSational Baby Room Spray,Mar2004,870
Australia,United Kingdom,SmellSational Baby Room Spray,Apr2004,806
Australia,United Kingdom,SmellSational Baby Room Spray,Sep2004,763
Australia,United Kingdom,LuminousLocks Shampoo,Sep2004,1927
Australia,United Kingdom,SilkSmooth Conditioner,Dec2004,898
Australia,United Kingdom,RadiantRose Hair Serum,Apr2004,1760
Australia,United Kingdom,RadiantRose Hair Serum,Dec2004,1639
Australia,United Kingdom,SoothingSerenity Scalp Treatment,Feb2004,1800
Australia,United Kingdom,SoothingSerenity Scalp Treatment,Jul2004,1193
Australia,United Kingdom,CleanSlate Feminine Deodorant,Feb2004,2211
Australia,United Kingdom,CleanSlate Feminine Deodorant,Nov2004,1920
Australia,United Kingdom,BrightBreeze Period Pain Relief,Aug2004,1395
Australia,United Kingdom,BrightBreeze Period Pain Relief,Sep2004,1437
Australia,United Kingdom,BrightBreeze Period Pain Relief,Dec2004,1326
Australia,United Kingdom,SmellSational Intimate Spray,Feb2004,1804
Australia,United Kingdom,SmellSational Intimate Spray,Sep2004,1774
Australia,United Kingdom,SmellSational Intimate Spray,Dec2004,2043
Australia,United Kingdom,SoftStep Shaving Cream for Women,Nov2004,1920
Australia,United Kingdom,SoothingSerenity Air Freshener,Aug2004,1360
Australia,United Kingdom,BrightBreeze Window Cleaner,Feb2004,479
Australia,United Kingdom,BrightBreeze Window Cleaner,Sep2004,545
Australia,United Kingdom,GentleGlow Dish Soap,Feb2004,1254
Australia,United Kingdom,GentleGlow Dish Soap,Apr2004,1333
Australia,United Kingdom,PurePore Insect Repellent Spray,Apr2004,1101
Australia,United Kingdom,PurePore Insect Repellent Spray,Jun2004,1154
Australia,United Kingdom,PurePore Insect Repellent Spray,Oct2004,1180
Australia,United Kingdom,EasyWash Laundry Detergent for Delicates,May2004,1566
Australia,United Kingdom,PurePaw Dog Shampoo,Jan2004,1675
Australia,United Kingdom,PurePaw Dog Shampoo,Jul2004,1747
Australia,United Kingdom,SoothingPaws Cat Lotion,Oct2004,617
Australia,United Kingdom,SoothingPaws Cat Lotion,Nov2004,635
Australia,United Kingdom,SoothingPaws Cat Lotion,Dec2004,619
Australia,United Kingdom,RadiantRover Pet Conditioner,Mar2004,1504
Australia,United Kingdom,RadiantRover Pet Conditioner,Oct2004,1729
Australia,United Kingdom,RadiantRover Pet Conditioner,Nov2004,1943
Australia,United Kingdom,FreshFusion Flea and Tick Spray,Mar2004,648
Australia,United Kingdom,FreshFusion Flea and Tick Spray,Jul2004,589
Australia,United Kingdom,GentleGlow Pet Grooming Kit,Oct2004,595
Australia,United Kingdom,BrightBreeze Pet Odor Eliminator,May2004,675
Australia,United Kingdom,BrightBreeze Pet Odor Eliminator,Jun2004,694
Australia,United Kingdom,BrightBreeze Pet Odor Eliminator,Sep2004,747
Australia,United Kingdom,EasyWash Pet Laundry Detergent,Dec2004,1094
Australia,United Kingdom,SmellSational Pet Deodorizer,Apr2004,1135
Australia,United Kingdom,SmellSational Pet Deodorizer,May2004,1052
Australia,United Kingdom,HydratingHoney Pet Wipes,May2004,1041
Australia,United Kingdom,HydratingHoney Pet Wipes,Aug2004,1169
Brazil,Japan,DentalDefense Toothpaste,Sep2004,1835
Brazil,Japan,OralEase Plus Toothbrush,Feb2004,408
Brazil,Japan,SkinSational Moisturizer,Jan2004,1141
Brazil,Japan,SilkSmooth Exfoliating Scrub,Jan2004,1711
Brazil,Japan,Calming Creme Relaxant Bath,Jan2004,787
Brazil,Japan,SmoothOperator Shaving Gel,Mar2004,1020
Brazil,Japan,CleanSlate Stain Remover,Oct2004,1304
Brazil,Japan,EasyWash Laundry Detergent for Babies,Sep2004,823
Brazil,Japan,LittleLullaby Diaper Liners,Sep2004,539
Brazil,Japan,FreshFusion Baby Wipes,Dec2004,653
Brazil,Japan,GentleGlow Baby Face Wash,Jul2004,1975
Brazil,Japan,RadiantRose Glass Cleaner,May2004,709
Brazil,Japan,RadiantRose Glass Cleaner,Jun2004,760
Brazil,Japan,PurePore Insect Repellent Spray,Dec2004,36
Brazil,Japan,SmellSational Pet Deodorizer,Jan2004,35
Brazil,France,LuminousLip Care,Jan2004,232
Brazil,France,FreshFusion Mouth Rinse,Jan2004,753
Brazil,France,FreshFusion Mouth Rinse,Feb2004,712
Brazil,France,FreshFusion Mouth Rinse,Jul2004,721
Brazil,France,FreshFix Mouthwash,May2004,778
Brazil,France,Purezza Body Wash,Sep2004,674
Brazil,France,SoftStep Shaving Cream,Aug2004,670
Brazil,France,HydraHydrate Hand Cream,May2004,457
Brazil,France,CleanSkin Acne Treatment,Dec2004,1579
Brazil,France,SunShield SPF 50 Lotion,May2004,151
Brazil,France,Refreshing Rose Body Oil,Sep2004,687
Brazil,France,Calming Creme Relaxant Bath,Apr2004,845
Brazil,France,RadiantRose Face Mask,Apr2004,1013
Brazil,France,RadiantRose Face Mask,Aug2004,994
Brazil,France,GentleGlow Face Cleanser,Apr2004,713
Brazil,France,SoothingSoft Fabric Softener,Mar2004,674
Brazil,France,SoothingSoft Fabric Softener,Sep2004,767
Brazil,France,EasyWash Laundry Detergent,Mar2004,1289
Brazil,France,LittleLullaby Diaper Cream,Mar2004,1069
Brazil,France,LittleLullaby Diaper Cream,Dec2004,1203
Brazil,France,FreshFusion Diaper Rash Remedy,Apr2004,534
Brazil,France,PurePore Baby Lotion,Nov2004,326
Brazil,France,SilkySkin Baby Cream,Jun2004,1406
Brazil,France,GentleGlow Baby Sunscreen,Sep2004,988
Brazil,France,GentleGlow Baby Sunscreen,Oct2004,1010
Brazil,France,RadiantRose Baby Massage Oil,Nov2004,256
Brazil,France,CalmingClean Diaper Rash Cream,Nov2004,1789
Brazil,France,GentleGlow Baby Face Wash,Feb2004,1752
Brazil,France,GentleGlow Baby Face Wash,Oct2004,1684
Brazil,France,LuminousLocks Shampoo,Sep2004,95
Brazil,France,SmellSational Intimate Spray,Nov2004,1199
Brazil,France,FreshFusion All-Purpose Cleaner,Aug2004,1933
Brazil,France,PurePore Insect Repellent Spray,May2004,694
Brazil,France,EasyWash Laundry Detergent for Delicates,May2004,1059
Brazil,France,EasyWash Laundry Detergent for Delicates,Jun2004,427
Brazil,France,EasyWash Laundry Detergent for Delicates,Jul2004,1088
Brazil,France,CalmingClean Trash Bags,Aug2004,720
Brazil,France,PurePaw Dog Shampoo,Feb2004,682
Brazil,France,CalmingClean Dog Brush,Jul2004,963
Brazil,United Kingdom,MorningMint,Jan2004,492
Brazil,United Kingdom,MorningMint,Aug2004,556
Brazil,United Kingdom,SparklingSmile Water Flosser,Nov2004,1409
